Mon,Item,Move 1,Move 2,Move 3,Move 4
Absol,Scope Lens,Night Slash,Psycho Cut,Perish Song,Me First

Absol,Choice Scarf,Night Slash,Shadow Claw,Slash,Zen Headbutt

Glalie,Iron Ball,Avalanche,Payback,Gyro Ball,Ice Shard

Glalie,Leftovers,Double Team,Sheer Cold,Rest,Sleep Talk

Glalie,Scope Lens,Ice Beam,Shadow Ball,Water Pulse,Safeguard

Glalie,Quick Claw,Hail,Blizzard,Dark Pulse,Explosion

Walrein,Quick Claw,Curse,Avalanche,Waterfall,Body Slam

Walrein,Leftovers,Hail,Stockpile,Blizzard,Protect

Walrein,Bright Powder,Sheer Cold,Fissure,Rest,Sleep Talk

Walrein,Leftovers,Surf,Ice Beam,Signal Beam,Encore

Salamence,Cheri Berry,Fly,Aerial Ace,Steel Wing,Roost

Salamence,King's Rock,Dragon Dance,Fire Fang,Thunder Fang,Zen Headbutt

Salamence,Petaya Berry,Dragon Pulse,Hydro Pump,Flamethrower,Substitute

Salamence,Yache Berry,Dragon Claw,Earthquake,Aerial Ace,Dragon Dance

Metagross,Occa Berry,Magnet Rise,Rock Polish,Zen Headbutt,Meteor Mash

Metagross,Wise Glasses,Psychic,Flash Cannon,Shadow Ball,Sludge Bomb

Metagross,Quick Claw,Meteor Mash,Earthquake,Zen Headbutt,Hammer Arm

Metagross,Quick Claw,Explosion,Meteor Mash,Earthquake,Zen Headbutt

Torterra,Heat Rock,Sunny Day,Synthesis,Solar Beam,Stone Edge

Torterra,White Herb,Leaf Storm,Worry Seed,Earthquake,Bite

Torterra,Bright Powder,Frenzy Plant,Double Team,Hyper Beam,Leech Seed

Torterra,Quick Claw,Earthquake,Stone Edge,Wood Hammer,Curse

Infernape,Coba Berry,Fake Out,Mach Punch,U-turn,Overheat

Infernape,Muscle Band,Blaze Kick,Shadow Claw,Brick Break,Bulk Up

Infernape,Wise Glasses,Flamethrower,Focus Blast,Calm Mind,Grass Knot

Infernape,King's Rock,Flare Blitz,Close Combat,Earthquake,Thunder Punch

Empoleon,Chesto Berry,Aqua Ring,Double Team,Whirlpool,Rest

Empoleon,Wacan Berry,Drill Peck,Brick Break,Aqua Jet,Ice Beam

Empoleon,Chople Berry,Waterfall,Steel Wing,Avalanche,Earthquake

Empoleon,Zoom Lens,Hydro Cannon,Blizzard,Hyper Beam,Grass Knot

Staraptor,King's Rock,Return,Aerial Ace,Double Team,Roost

Staraptor,Razor Claw,Brave Bird,Roost,Endure,Endeavor

Staraptor,Muscle Band,Brave Bird,Return,U-turn,Feather Dance

Staraptor,Choice Band,Brave Bird,Close Combat,Frustration,Steel Wing

Luxray,Shuca Berry,Charge,Charge Beam,Thunderbolt,Flash

Luxray,Muscle Band,Rain Dance,Thunder,Crunch,Iron Tail

Luxray,Shuca Berry,Attract,Swagger,Thunder Wave,Ice Fang

Luxray,Muscle Band,Thunder Fang,Attract,Crunch,Ice Fang

Roserade,Big Root,Leech Seed,Ingrain,Giga Drain,Substitute

Roserade,Miracle Seed,Water Sport,Worry Seed,Grass Knot,Toxic

Roserade,Coba Berry,Sleep Powder,Sludge Bomb,Shadow Ball,Giga Drain

Roserade,Rose Incense,Sludge Bomb,Shadow Ball,Energy Ball,Hyper Beam

Rampardos,Persim Berry,Thrash,Headbutt,Zen Headbutt,Head Smash

Rampardos,Focus Sash,Rock Polish,Stone Edge,Earthquake,Giga Impact

Rampardos,Salac Berry,Endure,Stone Edge,Earthquake,Giga Impact

Rampardos,Choice Scarf,Head Smash,Earthquake,Giga Impact,Iron Tail

Bastiodon,Focus Sash,Metal Burst,Taunt,Swagger,Stone Edge

Bastiodon,Quick Claw,Sandstorm,Thunder,Blizzard,Fire Blast

Bastiodon,Muscle Band,Iron Head,Iron Tail,Metal Burst,Stone Edge

Bastiodon,Shuca Berry,Iron Tail,Stone Edge,Earthquake,Giga Impact

Vespiquen,Razor Claw,Attack Order,Slash,Defend Order,Heal Order

Vespiquen,Leftovers,Double Team,Defend Order,Heal Order,Toxic

Vespiquen,Wise Glasses,Silver Wind,Sludge Bomb,Power Gem,Heal Order

Vespiquen,Sharp Beak,Power Gem,X-Scissor,Aerial Ace,U-turn

Floatzel,Destiny Knot,Swift,Quick Attack,Agility,Water Pulse

Floatzel,Sitrus Berry,Crunch,Pursuit,Whirlpool,Razor Wind

Floatzel,Bright Powder,Waterfall,Ice Fang,Crunch,Rain Dance

Floatzel,Wave Incense,Ice Fang,Aqua Jet,Rain Dance,Dig

Gastrodon,Focus Sash,Mirror Coat,Recover,Waterfall,Earthquake

Gastrodon,Bright Powder,Mud Bomb,Surf,Ice Beam,Yawn

Gastrodon,Rindo Berry,Surf,Mud Bomb,Recover,Counter

Gastrodon,Quick Claw,Earthquake,Waterfall,Stone Edge,Curse

Ambipom,Bright Powder,Double Team,Baton Pass,Agility,Double Hit

Ambipom,Wise Glasses,Shadow Ball,Thunderbolt,Swift,Nasty Plot

Ambipom,Life Orb,Double Hit,Shadow Claw,Brick Break,Screech

Ambipom,Metronome,Last Resort,Fake Out,Protect,Agility

Drifblim,Lum Berry,Hypnosis,Dream Eater,Rest,Charge Beam

Drifblim,Apicot Berry,Natural Gift,Explosion,Memento,Destiny Bond

Drifblim,Wise Glasses,Hypnosis,Dream Eater,Charge Beam,Shadow Ball

Drifblim,Liechi Berry,Explosion,Endure,Return,Hypnosis

Lopunny,Bright Powder,Thunder Wave,Attract,Sweet Kiss,Focus Punch

Lopunny,Focus Band,Return,Charm,Encore,Captivate

Lopunny,Focus Band,Mirror Coat,Return,Charm,Drain Punch

Lopunny,Scope Lens,Charge Beam,Ice Beam,Shadow Ball,Grass Knot

Mismagius,Colbur Berry,Psywave,Confuse Ray,Perish Song,Mean Look

Mismagius,Leftovers,Shadow Ball,Dark Pulse,Charge Beam,Imprison

Mismagius,Spell Tag,Shadow Ball,Payback,Energy Ball,Psychic

Mismagius,Focus Sash,Shadow Ball,Thunderbolt,Energy Ball,Destiny Bond

Honchkrow,Expert Belt,Night Slash,Dark Pulse,Shadow Ball,Payback

Honchkrow,Sharp Beak,Defog,Pluck,Aerial Ace,Roost

Honchkrow,Quick Claw,Sucker Punch,Drill Peck,Frustration,Roost

Honchkrow,Scope Lens,Sucker Punch,Dark Pulse,Drill Peck,Night Slash

Skuntank,Bright Powder,Swagger,Punishment,Double Team,Poison Gas

Skuntank,Leftovers,Dark Pulse,Flamethrower,Toxic,Double Team

Skuntank,Shuca Berry,Night Slash,Poison Jab,Return,Flamethrower

Skuntank,Muscle Band,Explosion,Night Slash,Crunch,Poison Jab

Bronzong,Twisted Spoon,Trick Room,Dream Eater,Flash Cannon,Hypnosis

Bronzong,Occa Berry,Imprison,Psychic,Shadow Ball,Earthquake

Bronzong,Macho Brace,Trick Room,Gyro Ball,Earthquake,Explosion

Bronzong,Chesto Berry,Psychic,Shadow Ball,Rest,Calm Mind

Garchomp,Persim Berry,Outrage,Swords Dance,Stealth Rock,Earthquake

Garchomp,Razor Claw,Dragon Pulse,Flamethrower,Surf,Roar

Garchomp,White Herb,Draco Meteor,Earthquake,Crunch,Poison Jab

Garchomp,Focus Sash,Earthquake,Dragon Claw,Fire Fang,Crunch

Lucario,Bright Powder,Dark Pulse,Dragon Pulse,Aura Sphere,Force Palm

Lucario,Razor Fang,Me First,Agility,Force Palm,Flash Cannon

Lucario,Salac Berry,Endure,Reversal,Earthquake,Stone Edge

Lucario,Scope Lens,Aura Sphere,Flash Cannon,Psychic,Dragon Pulse

Hippowdon,Passho Berry,Yawn,Stealth Rock,Roar,Ice Fang

Hippowdon,Leftovers,Earthquake,Ice Fang,Curse,Yawn

Hippowdon,Sitrus Berry,Sand Tomb,Yawn,Ice Fang,Fissure

Hippowdon,Quick Claw,Earthquake,Stone Edge,Thunder Fang,Crunch

Drapion,Rawst Berry,Acupressure,Toxic Spikes,Crunch,Cross Poison

Drapion,Leftovers,Toxic Spikes,Double Team,Roar,Payback

Drapion,King's Rock,Poison Fang,Fire Fang,Thunder Fang,Ice Fang

Drapion,Scope Lens,Night Slash,Cross Poison,Earthquake,Aerial Ace

Toxicroak,BlackGlasses,Pursuit,Feint Attack,Sucker Punch,Flatter

Toxicroak,Light Ball,Fling,Me First,Taunt,Sucker Punch

Toxicroak,Scope Lens,Poison Jab,X-Scissor,Giga Impact,Focus Blast

Toxicroak,Muscle Band,Earthquake,Brick Break,X-Scissor,Stone Edge

Abomasnow,Scope Lens,Ice Beam,Earthquake,Brick Break,Giga Drain

Abomasnow,Leftovers,Wood Hammer,Ingrain,Substitute,Avalanche

Abomasnow,Zoom Lens,Grass Whistle,Sheer Cold,Focus Blast,Water Pulse

Abomasnow,Wise Glasses,Blizzard,Shadow Ball,Energy Ball,Hyper Beam

Weavile,Razor Claw,Night Slash,Metal Claw,Slash,Shadow Claw

Weavile,Chople Berry,Night Slash,Ice Shard,X-Scissor,Poison Jab

Weavile,Choice Band,Night Slash,Ice Shard,Aerial Ace,Brick Break

Weavile,Focus Sash,Night Slash,Ice Punch,Aerial Ace,Brick Break

Magnezone,Quick Claw,Swagger,Psych Up,Charge Beam,Magnet Bomb

Magnezone,Bright Powder,Magnet Rise,Rain Dance,Thunder,Flash Cannon

Magnezone,Shuca Berry,Magnet Rise,Charge Beam,Flash Cannon,Thunder Wave

Magnezone,Silk Scarf,Thunderbolt,Tri Attack,Flash Cannon,Explosion

Lickilicky,Chesto Berry,Belly Drum,Rest,Return,Earthquake

Lickilicky,Expert Belt,Surf,Ice Beam,Thunderbolt,Shadow Ball

Lickilicky,Lum Berry,Curse,Rest,Return,Gyro Ball

Lickilicky,Quick Claw,Body Slam,Power Whip,Earthquake,Explosion

Rhyperior,Expert Belt,Rock Wrecker,Ice Beam,Thunderbolt,Flamethrower

Rhyperior,Zoom Lens,Stone Edge,Megahorn,Dragon Rush,Avalanche

Rhyperior,Choice Scarf,Earthquake,Megahorn,Rock Wrecker,Horn Drill

Rhyperior,Quick Claw,Stone Edge,Megahorn,Earthquake,Hammer Arm

Tangrowth,Big Root,Leech Seed,Double Team,Toxic,Giga Drain

Tangrowth,Expert Belt,Power Whip,Earthquake,Sludge Bomb,Focus Blast

Tangrowth,Focus Sash,Sunny Day,Solar Beam,Wring Out,Sludge Bomb

Tangrowth,Quick Claw,Power Whip,Earthquake,Payback,Sleep Powder

Electivire,Cheri Berry,Thunder Punch,Cross Chop,Thunder Wave,Screech

Electivire,Wide Lens,Thunder,Dynamic Punch,Rock Slide,Iron Tail

Electivire,Wise Glasses,Thunderbolt,Psychic,Focus Blast,Barrier

Electivire,Shuca Berry,Thunder Punch,Fire Punch,Ice Punch,Earthquake

Magmortar,White Herb,Overheat,Focus Punch,Confuse Ray,SmokeScreen

Magmortar,Sitrus Berry,Earthquake,Flamethrower,SmokeScreen,Will-O-Wisp

Magmortar,Passho Berry,Flare Blitz,Thunder Punch,Earthquake,Brick Break

Magmortar,Shuca Berry,Fire Blast,Psychic,Focus Blast,Confuse Ray

Togekiss,Wide Lens,Extreme Speed,Aerial Ace,Steel Wing,Roost

Togekiss,Leftovers,Toxic,Double Team,Substitute,Air Slash

Togekiss,Scope Lens,Water Pulse,Flamethrower,Silver Wind,Ancient Power

Togekiss,Expert Belt,Air Slash,Aura Sphere,Psychic,Shadow Ball

Yanmega,Charti Berry,Aerial Ace,Bug Bite,Night Slash,U-turn

Yanmega,Liechi Berry,Endure,Reversal,Bug Bite,Return

Yanmega,Quick Claw,Bug Buzz,Air Slash,Ancient Power,Shadow Ball

Yanmega,Bright Powder,Sunny Day,Solar Beam,Psychic,Bug Buzz

Leafeon,Leftovers,Grass Whistle,Tail Whip,Sand Attack,Last Resort

Leafeon,Shed Shell,Grass Knot,Aerial Ace,Energy Ball,Bite

Leafeon,Wide Lens,Grass Whistle,Giga Impact,Iron Tail,Leaf Blade

Leafeon,Quick Claw,Curse,Leaf Blade,X-Scissor,Last Resort

Glaceon,Leftovers,Mirror Coat,Tail Whip,Sand Attack,Last Resort

Glaceon,Focus Sash,Hyper Beam,Mirror Coat,Avalanche,Last Resort

Glaceon,Bright Powder,Yawn,Water Pulse,Ice Beam,Shadow Ball

Glaceon,Wise Glasses,Hail,Blizzard,Shadow Ball,Mirror Coat

Gliscor,Smooth Rock,Sandstorm,Double Team,Toxic,Dig

Gliscor,Yache Berry,Earthquake,Guillotine,Poison Jab,Thunder Fang

Gliscor,Focus Sash,Counter,Guillotine,U-turn,Payback

Gliscor,Quick Claw,Earthquake,Stone Edge,X-Scissor,Aerial Ace

Mamoswine,Icy Rock,Hail,Blizzard,Mud Shot,Ancient Power

Mamoswine,Leftovers,Substitute,Double Team,Avalanche,Earthquake

Mamoswine,Bright Powder,Hail,Earthquake,Fissure,Ice Fang

Mamoswine,Salac Berry,Earthquake,Endure,Ice Fang,Stone Edge

Porygon-Z,Sitrus Berry,Tri Attack,Shadow Ball,Recycle,Conversion 2

Porygon-Z,Bright Powder,Charge Beam,Ice Beam,Signal Beam,Conversion 2

Porygon-Z,Leftovers,Charge Beam,Tri Attack,Magnet Rise,Conversion

Porygon-Z,Expert Belt,Tri Attack,Shadow Ball,Thunderbolt,Recover

Gallade,King's Rock,Psycho Cut,Poison Jab,Thunder Wave,Confuse Ray

Gallade,Kasib Berry,Psycho Cut,Brick Break,Leaf Blade,Destiny Bond

Gallade,Iron Ball,Trick Room,Close Combat,Aerial Ace,Stone Edge

Gallade,Scope Lens,Leaf Blade,Psycho Cut,Night Slash,X-Scissor

Probopass,Rock Incense,Rock Polish,Stealth Rock,Lock-On,Stone Edge

Probopass,King's Rock,Rock Polish,Magnet Bomb,Stone Edge,Explosion

Probopass,Hard Stone,Thunder Wave,Rock Tomb,Rock Slide,Rollout

Probopass,Chople Berry,Magnet Rise,Flash Cannon,Discharge,Stealth Rock

Dusknoir,Ganlon Berry,Curse,Pain Split,Substitute,Protect

Dusknoir,Bright Powder,Double Team,Rest,Sleep Talk,Payback

Dusknoir,Spell Tag,Trick Room,Shadow Punch,Earthquake,Ice Punch

Dusknoir,Muscle Band,Earthquake,Thunder Punch,Shadow Punch,Fire Punch

Froslass,Focus Band,Swagger,Psych Up,Ice Fang,Crunch

Froslass,Wise Glasses,Ominous Wind,Blizzard,Attract,Captivate

Froslass,Lax Incense,Hail,Blizzard,Shadow Ball,Psychic

Froslass,Expert Belt,Ice Beam,Shadow Ball,Thunderbolt,Destiny Bond

