Mon,Item,Move 1,Move 2,Move 3,Move 4
Glalie,Lum Berry,Ice Fang,Crunch,Earthquake,Explosion
Glalie,Scope Lens,Ice Beam,Shadow Ball,Signal Beam,Water Pulse
Glalie,Lax Incense,Blizzard,Dark Pulse,Sheer Cold,Hail
Walrein,Chople Berry,Ice Fang,Aqua Tail,Swagger,Encore
Walrein,Life Orb,Avalanche,Earthquake,Crunch,Curse
Walrein,Lax Incense,Sheer Cold,Fissure,Rest,Sleep Talk
Walrein,Leftovers,Surf,Ice Beam,Signal Beam,Hail
Salamence,Cheri Berry,Dragon Claw,Aerial Ace,Aqua Tail,Scary Face
Salamence,Razor Fang,Dragon Claw,Fire Fang,Thunder Fang,Dragon Dance
Salamence,Wise Glasses,Draco Meteor,Hydro Pump,Flamethrower,Ominous Wind
Salamence,Lum Berry,Outrage,Crunch,Earthquake,Zen Headbutt
Metagross,Bright Powder,Zen Headbutt,Bullet Punch,Facade,Light Screen
Metagross,Wise Glasses,Psychic,Flash Cannon,Shadow Ball,Sludge Bomb
Metagross,Occa Berry,Hammer Arm,Thunder Punch,Ice Punch,Aerial Ace
Metagross,Quick Claw,Meteor Mash,Zen Headbutt,Earthquake,Explosion
Torterra,Yache Berry,Earthquake,Grass Knot,Rock Slide,Curse
Torterra,Leftovers,Giga Drain,Leech Seed,Synthesis,Amnesia
Torterra,Lax Incense,Frenzy Plant,Earth Power,Hyper Beam,Leech Seed
Torterra,Quick Claw,Wood Hammer,Earthquake,Stone Edge,Crunch
Infernape,Coba Berry,Close Combat,Fire Punch,U-turn,Fake Out
Infernape,Muscle Band,Blaze Kick,Shadow Claw,Thunder Punch,Gunk Shot
Infernape,Bright Powder,Flamethrower,Focus Blast,Solar Beam,Sunny Day
Infernape,King's Rock,Flare Blitz,Close Combat,Earthquake,Thunder Punch
Empoleon,Razor Claw,Waterfall,Metal Claw,Brick Break,Knock Off
Empoleon,Razor Claw,Drill Peck,Aqua Jet,Shadow Claw,Rock Slide
Empoleon,Quick Claw,Surf,Earthquake,Blizzard,Signal Beam
Empoleon,Quick Claw,Hydro Cannon,Flash Cannon,Drill Peck,Earthquake
Staraptor,King's Rock,Return,Aerial Ace,Double Team,Roost
Staraptor,King's Rock,Endeavor,Aerial Ace,Endure,Quick Attack
Staraptor,Muscle Band,Brave Bird,Return,Steel Wing,Pursuit
Staraptor,Choice Band,Brave Bird,Giga Impact,Close Combat,U-turn
Luxray,Razor Claw,Thunder Fang,Crunch,Howl,Charge
Luxray,Wise Glasses,Thunderbolt,Signal Beam,Thunder Wave,Magnet Rise
Luxray,White Herb,Thunder Fang,Ice Fang,Superpower,Thunder Wave
Luxray,Muscle Band,Thunder Fang,Ice Fang,Crunch,Thunder Wave
Roserade,Coba Berry,Sludge Bomb,Magical Leaf,Stun Spore,Mud-Slap
Roserade,Big Root,Giga Drain,Leech Seed,Ingrain,Synthesis
Roserade,White Herb,Leaf Storm,Sludge Bomb,Hyper Beam,Grass Whistle
Roserade,White Herb,Leaf Storm,Sludge Bomb,Shadow Ball,Weather Ball
Rampardos,Toxic Orb,Rock Slide,Facade,Crunch,Screech
Rampardos,Iron Ball,Stone Edge,Payback,Avalanche,Fling
Rampardos,Life Orb,Head Smash,Zen Headbutt,Fire Punch,Thunder Punch
Rampardos,Choice Scarf,Head Smash,Earthquake,Giga Impact,Superpower
Bastiodon,Focus Band,Iron Head,Stone Edge,Swagger,Taunt
Bastiodon,Persim Berry,Ancient Power,Flamethrower,Thunderbolt,Ice Beam
Bastiodon,Leftovers,Iron Head,Fissure,Double Team,Iron Defense
Bastiodon,Focus Sash,Metal Burst,Stone Edge,Avalanche,Curse
Vespiquen,Scope Lens,Silver Wind,Air Cutter,Ominous Wind,Swagger
Vespiquen,Persim Berry,X-Scissor,Toxic,Heal Order,Destiny Bond
Vespiquen,Muscle Band,X-Scissor,Aerial Ace,Pursuit,U-turn
Vespiquen,Shell Bell,Attack Order,Defend Order,Heal Order,Confuse Ray
Floatzel,Sitrus Berry,Waterfall,Ice Punch,Quick Attack,Rain Dance
Floatzel,Chesto Berry,Waterfall,Focus Punch,Double Team,Attract
Floatzel,Wave Incense,Surf,Ice Beam,Focus Blast,Rain Dance
Floatzel,Razor Fang,Aqua Tail,Ice Fang,Crunch,Brick Break
Gastrodon,Focus Sash,Waterfall,Earthquake,Recover,Mirror Coat
Gastrodon,Zoom Lens,Muddy Water,Mud Bomb,Recover,Yawn
Gastrodon,Shell Bell,Waterfall,Earthquake,Stone Edge,Fissure
Gastrodon,Wise Glasses,Surf,Earth Power,Ice Beam,Sludge Bomb
Ambipom,Muscle Band,Double Hit,Shadow Claw,Brick Break,Knock Off
Ambipom,Metronome,Last Resort,Thunder Wave,Protect,Fake Out
Ambipom,Life Orb,Double Hit,Gunk Shot,Seed Bomb,Aerial Ace
Ambipom,Life Orb,Double Hit,Fire Punch,Thunder Punch,Ice Punch
Drifblim,Salac Berry,Ominous Wind,Air Cutter,Baton Pass,Endure
Drifblim,Black Sludge,Payback,Facade,Will-O-Wisp,Trick
Drifblim,Wise Glasses,Psychic,Thunderbolt,Icy Wind,Destiny Bond
Drifblim,Lax Incense,Shadow Ball,Air Cutter,Silver Wind,Explosion
Lopunny,Focus Band,Return,Drain Punch,Charm,Mirror Coat
Lopunny,Bright Powder,Focus Punch,Sweet Kiss,Attract,Thunder Wave
Lopunny,Wise Glasses,Charge Beam,Ice Beam,Shadow Ball,Focus Blast
Lopunny,Muscle Band,Dizzy Punch,Fire Punch,Thunder Punch,Ice Punch
Mismagius,Kasib Berry,Shadow Ball,Power Gem,Magical Leaf,Memento
Mismagius,Lum Berry,Shadow Ball,Confuse Ray,Perish Song,Mean Look
Mismagius,Wise Glasses,Shadow Ball,Energy Ball,Icy Wind,Destiny Bond
Mismagius,Focus Sash,Shadow Ball,Psychic,Thunderbolt,Destiny Bond
Honchkrow,Wacan Berry,Night Slash,Aerial Ace,Torment,Taunt
Honchkrow,White Herb,Superpower,Pluck,Confuse Ray,Thunder Wave
Honchkrow,Life Orb,Dark Pulse,Air Cutter,Psychic,Shadow Ball
Honchkrow,Scope Lens,Night Slash,Drill Peck,Sucker Punch,Steel Wing
Skuntank,Razor Claw,Sucker Punch,Poison Jab,Slash,Screech
Skuntank,Chesto Berry,Crunch,Toxic,Swagger,Double Team
Skuntank,Shuca Berry,Sludge Bomb,Dark Pulse,Flamethrower,Shadow Ball
Skuntank,Muscle Band,Poison Jab,Night Slash,Crunch,Explosion
Bronzong,King's Rock,Extrasensory,Iron Head,Rock Slide,Trick Room
Bronzong,Lum Berry,Dream Eater,Hypnosis,Signal Beam,Trick Room
Bronzong,Leftovers,Psychic,Shadow Ball,Charge Beam,Signal Beam
Bronzong,Quick Claw,Zen Headbutt,Iron Head,Earthquake,Explosion
Garchomp,Bright Powder,Dragon Claw,Earthquake,Double Team,Sandstorm
Garchomp,White Herb,Draco Meteor,Earth Power,Flamethrower,Surf
Garchomp,Focus Sash,Dragon Rush,Stone Edge,Aqua Tail,Aerial Ace
Garchomp,Persim Berry,Outrage,Earthquake,Crunch,Fire Fang
Lucario,Bright Powder,Aura Sphere,Flash Cannon,Water Pulse,Roar
Lucario,Scope Lens,Cross Chop,Stone Edge,Thunder Punch,Ice Punch
Lucario,Muscle Band,Close Combat,Earthquake,Blaze Kick,Shadow Claw
Lucario,Expert Belt,Aura Sphere,Psychic,Shadow Ball,Dragon Pulse
Hippowdon,Persim Berry,Earthquake,Crunch,Slack Off,Curse
Hippowdon,Sitrus Berry,Earthquake,Swagger,Sand Tomb,Yawn
Hippowdon,White Herb,Superpower,Fire Fang,Ice Fang,Fissure
Hippowdon,Quick Claw,Earthquake,Stone Edge,Crunch,Thunder Fang
Drapion,Lum Berry,Poison Jab,Crunch,Aqua Tail,Acupressure
Drapion,Iron Ball,Payback,Poison Jab,Fling,Knock Off
Drapion,Scope Lens,Cross Poison,Fire Fang,Thunder Fang,Ice Fang
Drapion,Razor Claw,Cross Poison,Night Slash,Earthquake,Aerial Ace
Toxicroak,Black Sludge,Poison Jab,Brick Break,X-Scissor,Knock Off
Toxicroak,Wide Lens,Dynamic Punch,Poison Jab,Thunder Punch,Ice Punch
Toxicroak,Wise Glasses,Sludge Bomb,Focus Blast,Shadow Ball,Dark Pulse
Toxicroak,Razor Claw,Gunk Shot,Cross Chop,Earthquake,Stone Edge
Abomasnow,Lum Berry,Giga Drain,Ice Beam,Water Pulse,Grass Whistle
Abomasnow,Big Root,Giga Drain,Sheer Cold,Ingrain,Leech Seed
Abomasnow,Occa Berry,Energy Ball,Blizzard,Shadow Ball,Focus Blast
Abomasnow,Shell Bell,Wood Hammer,Avalanche,Earthquake,Rock Slide
Weavile,Chople Berry,Night Slash,Ice Punch,Screech,Fake Out
Weavile,Bright Powder,Night Slash,Attract,Double Team,Hail
Weavile,Focus Sash,Night Slash,X-Scissor,Metal Claw,Counter
Weavile,Razor Claw,Night Slash,Ice Punch,Aerial Ace,Brick Break
Magnezone,Light Clay,Thunderbolt,Mirror Shot,Light Screen,Reflect
Magnezone,Lum Berry,Iron Head,Explosion,Swagger,Psych Up
Magnezone,Chesto Berry,Charge Beam,Flash Cannon,Magnet Rise,Thunder Wave
Magnezone,Bright Powder,Thunderbolt,Flash Cannon,Tri Attack,Signal Beam
Lickilicky,Chesto Berry,Return,Earthquake,Belly Drum,Rest
Lickilicky,Expert Belt,Surf,Ice Beam,Thunderbolt,Shadow Ball
Lickilicky,Lum Berry,Return,Gyro Ball,Curse,Rest
Lickilicky,Lax Incense,Body Slam,Power Whip,Earthquake,Explosion
Rhyperior,Focus Band,Rock Wrecker,Earthquake,Crunch,Roar
Rhyperior,Expert Belt,Fire Punch,Thunder Punch,Ice Punch,Aqua Tail
Rhyperior,Focus Sash,Horn Drill,Avalanche,Payback,Counter
Rhyperior,Choice Band,Rock Wrecker,Earthquake,Hammer Arm,Megahorn
Tangrowth,Coba Berry,Energy Ball,Sludge Bomb,Focus Blast,Sleep Powder
Tangrowth,Big Root,Giga Drain,Leech Seed,Toxic,Double Team
Tangrowth,Heat Rock,Solar Beam,Wring Out,Synthesis,Sunny Day
Tangrowth,Lax Incense,Power Whip,Earthquake,Aerial Ace,Brick Break
Electivire,Scope Lens,Thunder Punch,Cross Chop,Thunder Wave,Screech
Electivire,Wide Lens,Thunder,Dynamic Punch,Rock Slide,Iron Tail
Electivire,Wise Glasses,Thunderbolt,Psychic,Focus Blast,Signal Beam
Electivire,Shuca Berry,Thunder Punch,Fire Punch,Ice Punch,Earthquake
Magmortar,Heat Rock,Fire Blast,Focus Blast,Will-O-Wisp,Sunny Day
Magmortar,Shuca Berry,Fire Punch,Focus Punch,Confuse Ray,SmokeScreen
Magmortar,Passho Berry,Flare Blitz,Thunder Punch,Earthquake,Brick Break
Magmortar,White Herb,Overheat,Psychic,Focus Blast,Confuse Ray
Togekiss,Power Herb,Sky Attack,Extreme Speed,Drain Punch,Roost
Togekiss,Scope Lens,Air Slash,Ominous Wind,Silver Wind,Ancient Power
Togekiss,Wise Glasses,Air Slash,Heat Wave,Signal Beam,Magical Leaf
Togekiss,Expert Belt,Hyper Beam,Air Slash,Aura Sphere,Psychic
Yanmega,Coba Berry,Signal Beam,Air Cutter,Detect,Double Team
Yanmega,Muscle Band,Aerial Ace,U-turn,Night Slash,Steel Wing
Yanmega,Lum Berry,Silver Wind,Ancient Power,Ominous Wind,Giga Drain
Yanmega,Wise Glasses,Bug Buzz,Air Slash,Psychic,Shadow Ball
Leafeon,Scope Lens,Leaf Blade,Aerial Ace,Double Team,Baton Pass
Leafeon,Bright Powder,Leaf Blade,Last Resort,Curse,Grass Whistle
Leafeon,Heat Rock,Leaf Blade,X-Scissor,Synthesis,Sunny Day
Leafeon,Quick Claw,Leaf Blade,X-Scissor,Aerial Ace,Bite
Glaceon,Lax Incense,Ice Beam,Water Pulse,Double Team,Baton Pass
Glaceon,Leftovers,Ice Beam,Double Team,Yawn,Hail
Glaceon,Focus Sash,Blizzard,Hyper Beam,Hail,Mirror Coat
Glaceon,Wise Glasses,Ice Beam,Shadow Ball,Signal Beam,Water Pulse
Gliscor,Yache Berry,Earthquake,Aerial Ace,Swords Dance,Baton Pass
Gliscor,Razor Fang,Earthquake,Fire Fang,Thunder Fang,Ice Fang
Gliscor,Focus Sash,Guillotine,Earthquake,U-turn,Counter
Gliscor,Expert Belt,Earthquake,Aerial Ace,X-Scissor,Stone Edge
Mamoswine,Icy Rock,Earthquake,Ice Fang,Peck,Hail
Mamoswine,Sitrus Berry,Avalanche,Earthquake,Iron Head,Curse
Mamoswine,Lax Incense,Earthquake,Superpower,Fissure,Hail
Mamoswine,Life Orb,Earthquake,Ice Fang,Stone Edge,Double-Edge
Porygon-Z,Sitrus Berry,Tri Attack,Shadow Ball,Recycle,Conversion 2
Porygon-Z,Choice Scarf,Tri Attack,Thunder Wave,Recover,Trick
Porygon-Z,Wise Glasses,Psychic,Ice Beam,Signal Beam,Charge Beam
Porygon-Z,Expert Belt,Tri Attack,Shadow Ball,Thunderbolt,Recover
Gallade,Kasib Berry,Zen Headbutt,Brick Break,Thunder Wave,Confuse Ray
Gallade,Bright Powder,Drain Punch,Fire Punch,Thunder Punch,Ice Punch
Gallade,Scope Lens,Psycho Cut,Stone Edge,Aerial Ace,X-Scissor
Gallade,Scope Lens,Psycho Cut,Close Combat,Leaf Blade,Night Slash
Probopass,Cheri Berry,Ancient Power,Magnet Bomb,Thunder Wave,Protect
Probopass,Chople Berry,Iron Head,Fire Punch,Thunder Punch,Ice Punch
Probopass,Scope Lens,Stone Edge,Iron Head,Earthquake,Explosion
Probopass,Life Orb,Flash Cannon,Power Gem,Earth Power,Thunderbolt
Dusknoir,Iron Ball,Shadow Punch,Fling,Will-O-Wisp,Trick Room
Dusknoir,Leftovers,Curse,Pain Split,Confuse Ray,Attract
Dusknoir,Scope Lens,Shadow Punch,Fire Punch,Thunder Punch,Ice Punch
Dusknoir,Muscle Band,Shadow Punch,Earthquake,Brick Break,Rock Slide
Froslass,Cheri Berry,Ice Beam,Ominous Wind,Confuse Ray,Attract
Froslass,Focus Band,Ice Punch,Sucker Punch,Swagger,Psych Up
Froslass,Expert Belt,Ice Beam,Thunderbolt,Signal Beam,Destiny Bond
Froslass,Lax Incense,Blizzard,Shadow Ball,Psychic,Hail

